      1000
0.232891E+00  0.182100E+00
0.187698E+00  0.128266E+00
0.158705E+00  0.154834E+00
0.198675E+00  0.503745E-01
0.203524E+00  0.749013E-01
0.200653E+00  0.142469E+00
0.158717E+00  0.855647E-01
0.220795E+00  0.590919E-01
0.191553E+00  0.146312E+00
0.102804E+00  0.522472E-01
0.237797E+00  0.119782E+00
0.121171E+00  0.105529E+00
0.110257E+00  0.951240E-01
0.276739E+00  0.248996E+00
0.362842E+00  0.194697E+00
0.430755E+00  0.118093E+00
0.204475E+00  0.181485E+00
0.219417E+00  0.489150E-01
0.182298E+00  0.159127E+00
0.220362E+00  0.209103E+00
0.358028E+00  0.196935E+00
0.285942E+00  0.140346E+00
0.121927E+00  0.845102E-01
0.111355E+00  0.733528E-01
0.271415E+00  0.132710E+00
0.639347E+00  0.381774E-01
0.245570E+00  0.168931E+00
0.767960E+00  0.795847E-01
0.308915E+00  0.897263E-01
0.357694E+00  0.107712E+00
0.103171E+00  0.853650E-01
0.174559E+00  0.984734E-01
0.146559E+00  0.775741E-01
0.321318E+00  0.242658E+00
0.187412E+00  0.186634E+00
0.186924E+00  0.520024E-01
0.152088E+00  0.114154E+00
0.255817E+00  0.133096E+00
0.145594E+00  0.122257E+00
0.286164E+00  0.239140E-01
0.988930E-01  0.653695E-01
0.535605E+00  0.143598E+00
0.940630E-01  0.560331E-01
0.175468E+00  0.116397E+00
0.359696E+00  0.173070E+00
0.279884E+00  0.258075E+00
0.249534E+00  0.804292E-01
0.131041E+00  0.941336E-01
0.106231E+00  0.778225E-01
0.186869E+00  0.186002E+00
0.130418E+00  0.129668E+00
0.246612E+00  0.158567E+00
0.683799E-01  0.657234E-01
0.923902E-01  0.829243E-01
0.202578E+00  0.145237E+00
0.503020E+00  0.836564E-01
0.117750E+00  0.596868E-01
0.255628E+00  0.248847E+00
0.250479E+00  0.104996E+00
0.303342E+00  0.101997E+00
0.344016E+00  0.964835E-01
0.206204E+00  0.809130E-01
0.206995E+00  0.147358E+00
0.998769E-01  0.911444E-01
0.146078E+00  0.125137E+00
0.293221E+00  0.109984E+00
0.327294E+00  0.543431E-01
0.174738E+00  0.960670E-01
0.161564E+00  0.155250E+00
0.123822E+00  0.761818E-01
0.180070E+00  0.491672E-01
0.139544E+00  0.805684E-01
0.444929E+00  0.374592E+00
0.901703E-01  0.843655E-01
0.117314E+00  0.469135E-01
0.204478E+00  0.124127E+00
0.394331E+00  0.269883E-01
0.134417E+00  0.917101E-01
0.178165E+00  0.728723E-01
0.284649E+00  0.859127E-01
0.280251E+00  0.274359E+00
0.165197E+00  0.101553E+00
0.313769E+00  0.140988E+00
0.141246E+00  0.104318E+00
0.794251E-01  0.697131E-01
0.514818E-01  0.245714E-01
0.116857E+00  0.408210E-01
0.868800E-01  0.627605E-01
0.373524E+00  0.100582E+00
0.123475E+00  0.942741E-01
0.650332E+00  0.682837E-01
0.133300E+00  0.107290E+00
0.675818E+00  0.191115E+00
0.886071E-01  0.711001E-01
0.404376E+00  0.875863E-01
0.362113E+00  0.125751E+00
0.265891E+00  0.194410E+00
0.274952E+00  0.208122E+00
0.903538E-01  0.797201E-01
0.301122E+00  0.187566E+00
0.243723E+00  0.606997E-01
0.324943E+00  0.166721E+00
0.210754E+00  0.992043E-01
0.272901E+00  0.801943E-01
0.326200E+00  0.320974E+00
0.161067E+00  0.818027E-01
0.303017E+00  0.505044E-01
0.305920E+00  0.400113E-01
0.140144E+00  0.941620E-01
0.473213E+00  0.160749E+00
0.388574E+00  0.101903E+00
0.294327E+00  0.279721E+00
0.162487E+00  0.905879E-01
0.181263E+00  0.157578E+00
0.134197E+00  0.714193E-01
0.182127E+00  0.180218E+00
0.176900E+00  0.450302E-01
0.255171E+00  0.130520E+00
0.184001E+00  0.158386E+00
0.577115E-01  0.557698E-01
0.359812E+00  0.194290E+00
0.168387E+00  0.161696E+00
0.175557E+00  0.128731E+00
0.236973E+00  0.146710E+00
0.520807E+00  0.767121E-01
0.142497E+00  0.993166E-01
0.124824E+00  0.929615E-01
0.279883E+00  0.938198E-01
0.460395E+00  0.302107E+00
0.131424E+00  0.127551E+00
0.973136E-01  0.792041E-01
0.133868E+00  0.840362E-01
0.250343E+00  0.804978E-01
0.529286E+00  0.185669E+00
0.462353E+00  0.932493E-01
0.164208E+00  0.149302E+00
0.522802E+00  0.114373E+00
0.430161E-01  0.286966E-01
0.493518E+00  0.724574E-01
0.119452E+00  0.500960E-01
0.261507E-01  0.219691E-01
